;game_name;review_text;hours_played;rating;found_helpful;product_count;review_date;early_access;review_length
523;ELDEN RING;This game makes me miserable;95.5;0.0;1.0;51.0;22 May, 2022;False;28
524;ELDEN RING;90% filler 10% game;34.9;0.0;2.0;163.0;21 May, 2022;False;19
525;ELDEN RING;I never played any Dark Souls I decided to give ELDEN RING a go because all of the immense hype I thought i would hate it but the crazy rave about this game made me buy it Listen I have never been so right about something to the point i am wrong I dont just hate it I hate it with a passion  This game honestly makes me wanna go run a 24 hour session of Dota2 on a shadow pool account TO RELAX FROM IT;19.5;0.0;0.0;343.0;19 May, 2022;False;401
526;ELDEN RING;The gameplay is good but playing online coop with a friend simply doesnt work Disconnects crashes occurring every 40 minutes This is unacceptable for a AAA game that costs $90;8.9;0.0;2.0;1104.0;17 May, 2022;False;175
527;ELDEN RING;game is not for everyone so it shouldnt be made imo  also no 18+ secs so -10/10;85.8;0.0;0.0;84.0;17 May, 2022;False;79
528;ELDEN RING;Product received for free  Received the game as a gift was very excited to play to friends Unfortunately I cant get it to run on my PC I keep getting a white screen and the game crashes Havent even gotten to the title screen Looked into fixes and tried several but still no luck Cant recommend;8.5;0.0;0.0;171.0;18 May, 2022;False;293
530;ELDEN RING;Not a very good game lots of BS mechanics that are just left in because its supposed to be a difficult game Feels like they put more effort into the trash mobs than into the bosses they recycled the same boss like 4 times and the others are so samey Movement is super clunky and many of the weapons are boring However maps are sick and I respect the time and effort they put in im sure others enjoyed it more than me;118.4;0.0;5.0;63.0;16 May, 2022;False;416
531;ELDEN RING;The game is good if you play solo But if you want to play with friends or co-op it constantly gets disconnected connection error;281.3;0.0;0.0;6.0;16 May, 2022;False;128
532;ELDEN RING;They try to be different by not giving you a simple quest log so if you forget what ur quest is game over;13.1;0.0;1.0;17.0;17 May, 2022;False;105
534;ELDEN RING;Product refunded  Right from the start this game feels like it was built for consoles and not PC Navigating the menu system was awkward I had to google how to exit the game - thats a first Id love to try the game out and would change my review as soon as they improve the PC UX For now Ive returned the game;0.8;0.0;3.0;220.0;22 May, 2022;False;307
535;ELDEN RING;This game caused me to lose my confidence in my ability to get  Dont purchase if you have frail masculinity like me;170.1;0.0;2.0;9.0;20 May, 2022;False;115
537;ELDEN RING;Product received for free  its a poorly controlled dark souls going back to DS3 its this is terrible it also takes till after the 2 hour mark to realize this do not buy this game most ive heard regret it and the ones who say they dont cant give me an actual reason why its good dont listen t the fanboys;18.6;0.0;2.0;12.0;19 May, 2022;False;303
538;ELDEN RING;Great broken PvE  broken PvP;396.9;0.0;0.0;80.0;22 May, 2022;False;28
541;ELDEN RING;After more than 90 hours of my life spent on this game I can safely say it This is the worst Soulsborne game Ive ever played Uselessy long broken boss fights an enormous map full of the same three or four activities repeated over and over again A tiring obnoxious grindy experience I really tried to like it and maybe I actually did for like 20 hours or so but you can probably already tell by the 90 hours I spent playing it;92.2;0.0;2.0;1239.0;22 May, 2022;False;425
542;ELDEN RING;STOP CONVINCING YOURSELVES ABOUT THE USELESS QUEST SYSTEM AND IMPROVE IT;259.9;0.0;1.0;360.0;21 May, 2022;False;72
543;ELDEN RING;Refunded since there is no proper Ultra wide support and FPS is hard capped to 60 frames which cant be changed without mods maybe Ill buy the game again after they fixed these issues;1.4;0.0;2.0;380.0;17 May, 2022;False;182
544;ELDEN RING;Aim head get head;96.5;0.0;1.0;83.0;17 May, 2022;False;17
545;ELDEN RING;DS3 > Elden Ring;44.7;0.0;3.0;74.0;17 May, 2022;False;16
546;ELDEN RING;The graphics combat mechanics and story in this game is far outclassed by the older witcher 3 After playing cyberpunk far cry 6 this game just seemed outdated The characters are poorly animated stiff hence I just didnt care what they said The combat was fun despite the inefficient mechanics but game looked and felt so old I just could not get into the story If outdated fallout 3 type animation/graphics/combat/movement doesnt bother you then you may like the game;20.0;0.0;0.0;47.0;22 May, 2022;False;466
548;ELDEN RING;3 months happened by and no ultrawide options to this date Its plane obvious that they dont care and wont implement it anytime soon  What a shame that in 2022 I cant enjoy the best souls without two fricking black bars on the sides of my monitor;16.1;0.0;0.0;316.0;19 May, 2022;False;245
549;ELDEN RING;CONNECTION ERROR ;110.7;0.0;2.0;103.0;20 May, 2022;False;17
550;ELDEN RING;worse game ever madeif i could get my money back i would avoid this game ;9.2;0.0;0.0;42.0;22 May, 2022;False;73
552;ELDEN RING;The usual  From Software console port Get it on console if you really want it  And always play offline From cant be assed to make a working multiplayer experience so dont even try to get it for a Co-op session;1.4;0.0;0.0;441.0;18 May, 2022;False;209
553;ELDEN RING;Horrible controls UI is  UX is terrible WTF were thing thinking I didnt get past the first level the menu was painful I will revisit later;1.0;0.0;0.0;90.0;21 May, 2022;False;138
554;ELDEN RING;difficulty makes it too frustrating will move on;11.6;0.0;0.0;20.0;22 May, 2022;False;48
556;ELDEN RING;THE DUMBEST GAME IV EVER PLAYED IF YOU COMPARE THIS TO ELDER SCROLLS YOUR AN IDIOT SERIOUSLY I WANT MY MONEY BACK;0.8;0.0;0.0;55.0;22 May, 2022;False;113
557;ELDEN RING;This game is good but they did not have pc in mind when they made this it ether crashes mid boss fight or just shuts down your pc 5/10 would be a 9/10 but the constant crashes and it shutting off my pc try it and if you dont have any problems then have fun but until they optimize it for pc i dont recommend;62.6;0.0;0.0;51.0;16 May, 2022;False;307
558;ELDEN RING;Yeah gonna go against the grain I dont like it The skil floor is too high and it doesnt check off any boxes that make games fun for me I can see why people like it but I just dont have the BS tolerance reflexes and wits left in me to be able to play this at any decent level  In short - get if you have the reflexes of a 25 year old and wits of a experienced gamer but I dont feel like this elevates the Souls experience to the level that it belongs in the mainstream;52.4;0.0;1.0;648.0;16 May, 2022;False;467
559;ELDEN RING;Wikipedia game;169.7;0.0;4.0;52.0;19 May, 2022;False;14
560;ELDEN RING;Just enjoying the game this is my first time playing a souls game 60 hrs of playtime and after the last update GAME CRASHES ALL THE F***ING TIME AFTER RESUMING MY LAST SAVE EVEN AFTER I RE-DOWNLOADED THE GAME IT STILL CRASHES EVERY TIME I TELEPORT;67.3;0.0;0.0;33.0;16 May, 2022;False;247
561;ELDEN RING;Unironically one of the worst games I have ever played;81.0;0.0;2.0;372.0;22 May, 2022;False;54
563;ELDEN RING;godskin duo;127.2;0.0;1.0;71.0;19 May, 2022;False;11
564;ELDEN RING;i dont get why this is such a popular game given i havent played the previous installments or put a lot of hours into elden ring it really hasnt been been able to capture me with either story or game play the world and bosses are beautiful yet to me so far feels empty maybe my mind will change if i put more than a 27 hours into playing but at this point i shouldnt feel like its almost a chore to pick up;27.4;0.0;0.0;27.0;21 May, 2022;False;406
565;ELDEN RING;love the game but after a while when I quit the game I went back and it says the save file is currupted so I basically have all my progress blocked Does anyone else having the same issue how to fix it or did I just lost everything;47.1;0.0;0.0;33.0;18 May, 2022;False;230
566;ELDEN RING;ELDEN BEAST IS THE WORST DESIGNED BOSS IN THE ENTIRETY OF THE SOULS SERIES;92.1;0.0;3.0;11.0;19 May, 2022;False;74
567;ELDEN RING;I was about to post a positive review for this game but the constant crashes and awful servers decided me to make a negative one The game instability and the poor mutliplayer connexion are really unacceptable for an AAA like this;675.2;0.0;1.0;52.0;20 May, 2022;False;229
568;ELDEN RING;If you want to play a great open-world game play The Witcher 3 or Skyrim If you want to play a great Souls-like game play Dark Souls 3 This game tries to be both but fails miserably;79.3;0.0;1.0;448.0;22 May, 2022;False;181
569;ELDEN RING;Elden Ring now comes with its very own echo-chamber to prevent the fromsoft fanboys from  themselves when i point out painfully obvious flaws haha;89.2;0.0;6.0;197.0;17 May, 2022;False;146
570;ELDEN RING;Collision doesnt exist in this game enemies piercing through the thicccest of walls with no issue what so ever Camera is abysmal Low control over things like hotkeys and camera settings etc No ultra wide screen support in 2022 actually pathetic considering this is an AAA game Entire game is setup for the use with controllers resulting in one button having 50 purposes;96.1;0.0;0.0;33.0;17 May, 2022;False;369
573;ELDEN RING;Game is easier to break than it is to git good at I havent seen a 0 Damage run at all yet;192.1;0.0;1.0;11.0;19 May, 2022;False;89
575;ELDEN RING;waay to hard to play;145.8;0.0;0.0;14.0;16 May, 2022;False;20
576;ELDEN RING;Elden Ring  only thing i saw was undeveloped unfinished program  Not worth to have over 35 dollar price;1.7;0.0;0.0;141.0;16 May, 2022;False;103
577;ELDEN RING;this game is very fun however it is very bad;48.4;0.0;1.0;79.0;21 May, 2022;False;44
578;ELDEN RING;Product received for free  bad gaem couldnt not get wamen 0/10;66.3;0.0;2.0;7.0;16 May, 2022;False;62
579;ELDEN RING;Elden Ring needs sex I am a 11 year old boy that often fantasises about sex I want sex and am a virgin Elden Ring sex could help me have real sex please FromSoftware give me sex I am very lonely Please FromSoftware what must I do to see Melina have her round cheeks clapped by The Tarnished;14.7;0.0;4.0;101.0;21 May, 2022;False;290
580;ELDEN RING;pvp is ass do yourself a favor and dont buy;130.4;0.0;1.0;102.0;18 May, 2022;False;43
583;ELDEN RING;Personally I didnt get much out of Elden Ring The open world could be interesting at times and there were some interesting bosses but for the most part I find it rather boring and think that most of what this game has to offer was done far better in the prior Soulsbourne games The overall gameplay / boss mechanics feel rather poorly done in some aspects huge attack delays AoE spam tons of frenzied attacks etc and makes some fights a slog to get through If you find that fun great but I much prefer the more methodical fights in the prior FromSoftware titles where learning your enemy was a far more straightforward endeavor;20.2;0.0;3.0;380.0;17 May, 2022;False;627
584;ELDEN RING;So after playing this game twice with a cracked version I decided to buy it so I could experience multiplayer WHAT A BIG FFIN MISTAKE WAS THAT  The more I started playing this game serious the more it became clear that these developers have NO FFIN CLUE WHAT THE F THEYRE DOING  The game is just copy/pasted code from their previous games held together by ductape  So many problems become clear when you start to look closer to the game and its code This game is NOT WORTH its full price;131.1;0.0;3.0;311.0;17 May, 2022;False;487
585;ELDEN RING;PC optimization is terrible Love the game but i would suggest getting it on a console unless you have a very nice pc;6.7;0.0;0.0;4.0;22 May, 2022;False;116
587;ELDEN RING;Cool game but with terrible connection errors and no developer support to fix it;185.7;0.0;1.0;378.0;22 May, 2022;False;80
589;ELDEN RING;I like to gatekeep and gas light weak people;52.5;0.0;0.0;48.0;22 May, 2022;False;44
590;ELDEN RING;I played the PS5 version for about 200 hours and I loved the game The PC version on the other hand was a tragedy from pacing issues to random disconnects and crashes the game experience was abysmal  I just wanted to play the game with some of my friends that dont own a ps5 and all of us had nothing but issues The game is clearly a bad port at best and it SHOWS;31.3;0.0;1.0;1144.0;20 May, 2022;False;362
591;ELDEN RING;Garbage UI I got it on steam and it was saying all my controls were xbox buttons Impossible to play I dont know what button B and X are for a keyboard with controller bindings listed Refunded  also no widescreen support lol wtf no thanks;0.4;0.0;0.0;151.0;17 May, 2022;False;237
592;ELDEN RING;PvP is so dog water nothing but wimps using bloodhound step and running away after invading So pathetic Cant enjoy co-op with friends because its always some loser invades and sees 3 people and immediately hides 0/10 Dont play;304.1;0.0;2.0;148.0;16 May, 2022;False;226
593;ELDEN RING;i guess maybe im just not smart enough to understand how to do anything more than running around bonking anything that moves i have alot of fun doing it but if youre lookin for an expansive world full of all kinds of adventures and crazy customization i dunno if this is it;3.9;0.0;0.0;33.0;22 May, 2022;False;273
594;ELDEN RING;Im only commenting on immediately noticeable technical issues related to the game and not the game play itself  Issues  1 60 FPS lock on a 2022 PC  - If you have a display that can refresh the screen faster than 60 Hz then 60 FPS lock is pants on PC because you get screen tearing that you wont get if the game is allowed to push more than 60 FPS  2 This game is not optimized for PC All of in-game button popups are for XBOX controllers I have to sit there and figure out what the keyboard equivalent to Y A B etc are;0.7;0.0;0.0;41.0;21 May, 2022;False;518
595;ELDEN RING;Play Dark Souls instead the world is fun and expansive but the bosses are pretty  boring and kinda BS a lot use tracking attacks and double combos so you often cant avoid them which doesnt help that they have large health pools and high damage output If you want a fair but hard fight this isnt the game theres just way too much BS with those attacks that really just make the fight RNG rather than a matter of skill  No idea what happened to From but they seem to have forgot the entire design philosophy of their games;20.2;0.0;1.0;284.0;22 May, 2022;False;520
596;ELDEN RING;PC buyers beware its a terrible adaptation of console controls for PC For some reason the controllers buttons options are always still shown on the PC version Given the price of $89 you would expect better;0.6;0.0;0.0;161.0;17 May, 2022;False;205
597;ELDEN RING;Its gonna take a lot to take me away from you Theres nothing that a hundred stutters or more could ever do i lost some frames up in liurnia Gonna take some time to fight the bosses i never have ooh ooh;49.8;0.0;2.0;224.0;21 May, 2022;False;201
598;ELDEN RING;Product received for free  FromSoft now wants to be the coolest and popular kid in the playground They have made quite a nice game but not a masterpiece at all I would suggest you experience Dark Souls games first and then jump to this one;224.3;0.0;1.0;174.0;19 May, 2022;False;239
600;ELDEN RING;very dalayed inputs for moves Mnk is not for this game;46.7;0.0;0.0;1.0;20 May, 2022;False;54
601;ELDEN RING;The control on mouse and keyboard is really bad;0.6;0.0;2.0;159.0;21 May, 2022;False;47
602;ELDEN RING;This is the most difficult game I have ever played Too hard for beginners;2.1;0.0;0.0;3.0;23 May, 2022;False;73
604;ELDEN RING;the game just needs a 10k pcin my country currency to play the game  its ridiculous how a game so good ca be so poorly made to the point of unplayable unless u have some streamer setup really dissapointed with fromsoftware;5.4;0.0;2.0;302.0;23 May, 2022;False;222
605;ELDEN RING;Ive extensively played Sekiro and DS1-3  with multiple play throughs In contrast the few really tough bosses in Elden Ring need excess RNG to win without investing ridiculous time mastering or using cheese and you miss that sense of reward from predicting a bosses moveset also in sekiros case new skills help tip the battle in your favour in balanced ways Certain bosses in Elden Ring feel more like a chore than a challenge  Three other key related issues too many copypasta enemies/bosses crazy input reading and overly delayed attacks The latter two make fights feel like youre facing a computer code more than anything There are still some wonderful areas and bosses just not as many with the calibre of other souls games;92.2;0.0;0.0;14.0;22 May, 2022;False;726
606;ELDEN RING;still havent beaten the first boss;119.1;0.0;0.0;109.0;22 May, 2022;False;34
607;ELDEN RING;Product received for free  not enough fashion accessories;112.1;0.0;1.0;75.0;18 May, 2022;False;57
608;ELDEN RING;if u want to play this on keyboard PC forget it The game controls run poorly and is very frustrating - long lags slow responses making boss fights almost impossible They can be impossible to run away from in time so youre history Real shame as the graphics are great Should have learnt my lesson from previous soul games but thought in 2022 they would have improved;204.3;0.0;0.0;82.0;18 May, 2022;False;365
609;ELDEN RING;this game is torture just add a difficulty setting;18.7;0.0;1.0;60.0;17 May, 2022;False;50
610;ELDEN RING;Some of the areas are fun but not the others Miyazaki clearly cannot distinguish hard and utter bullcrapThough I still support that a challenging area gives players a sense of accomplishment after beating it but still there should be a limit I am only glad that these trash areas are often tucked away in the map or well hidden;119.5;0.0;0.0;6.0;16 May, 2022;False;327
612;ELDEN RING;Poor PC optimization;1.0;0.0;1.0;75.0;20 May, 2022;False;20
613;ELDEN RING;Difficulty is much to insane To start right off the rip and make it so hard is a quick turn off I would much rather the game progress you into the difficulty than make it right from the start so hard you wanna smash your controller Some may like the games and the ones before it Its a huge no for a lot of players Relaxing is tagged on this title and that is a big lie;2.1;0.0;0.0;340.0;23 May, 2022;False;368
614;ELDEN RING;Requested refund after one hour of watching reload screens after death over and over Why do people think this is fun Battle mechanics are weird and slow You cant run so getting anywhere takes forever and its almost impossible to get away when youre in trouble Camera feels super wonky to me also Its difficult to keep track of enemies and youre dead from one hit most of the time so thats basically the end I guess people are into that sort of thing but it was unclear how to actually make progress and thats just no fun for me Im assuming it would get better as I leveled up but its not worth $60 to spend a whole day not having fun just in case I might later lol Maybe Ill try again in a year when it goes on sale;0.9;0.0;1.0;37.0;22 May, 2022;False;715
615;ELDEN RING;Does not run well on PC even with high spec and a controller very pretty but not worth the money;5.0;0.0;1.0;7.0;18 May, 2022;False;96
616;ELDEN RING;Not worth the money;14.5;0.0;0.0;163.0;18 May, 2022;False;19
617;ELDEN RING;grind level for basic play through- extremely high dynamic enemies - none dynamic combat - none consistent collision physics - nope single player experience - terrible Co-op experience - amazing leveling/stat system - incoherent next gen graphics - lol no;30.0;0.0;1.0;176.0;21 May, 2022;False;255
618;ELDEN RING;When the AI abide by the same rules that the player does with more effort being put towards quality of game play and less direct attempts by the developer to kill the player I will reinstall As is any issue found with the game is met with git gud instead of the proper criticism being levied towards the developers A borderline game breaking mechanic shouldnt be dealt with it should be removed It isnt difficult or challenging it is asinine and irritating A minor gripe the quality of bosses is far more important than the quantity;41.0;0.0;3.0;189.0;21 May, 2022;False;532
619;ELDEN RING;- No 219 Support in 2022  - Gamepad button prompts on PC instead of Keyboard+Mouse can be changed in menu but first you have to find the option with the wierd default key mappings which you dont know because - GAMEPAD BUTTON PROMPTS  I guess the actual game might be good But why annoy youre users on the way there I dont mind difficult gameplay but i do mind terrible controls;11.2;0.0;0.0;401.0;19 May, 2022;False;377
620;ELDEN RING;I HATE when game developers assume Im going to use a controller and then make intentional choices to make keyboard use hard It would not be hard to have tooltips for keyboard controls but to stubbornly assume that Im using an xbox controller is terrible;1.6;0.0;0.0;277.0;20 May, 2022;False;253
621;ELDEN RING;Has a lot of potential dragged down by a massive lack of polish;30.4;0.0;3.0;36.0;20 May, 2022;False;63
622;ELDEN RING;ok so the hardest game ever first off second i bought this thinking its a mmorpg and its not it is a solo game with pvp and co op pvp which is not what i wanted at all i guess the fighting is cool and all but with there being no difficulty i cant enjoy it at all definitly getting my money back on this waste of time if you let us play the campaign together coop i might download it again;114.8;0.0;0.0;11.0;19 May, 2022;False;388
623;ELDEN RING;Horrible game This game has no guidance and no difficulty settings If you like games that just make you extremely angry then this is for you;7.4;0.0;0.0;107.0;22 May, 2022;False;140
624;ELDEN RING;waste of $90;3.1;0.0;0.0;32.0;22 May, 2022;False;12
626;ELDEN RING;Overrated mediocrity;198.3;0.0;5.0;271.0;20 May, 2022;False;20
627;ELDEN RING;Screw invasions I love DS and co but Im just here for the co-op God forbid we have an option;30.3;0.0;0.0;510.0;19 May, 2022;False;92
628;ELDEN RING;FIFA has a better storyline to be frank because it is challenging doesnt make a good game i hope this will not become the standard for the future as ive seen people mention;180.9;0.0;0.0;18.0;16 May, 2022;False;172
629;ELDEN RING;Elitist neckbeard garbo game;33.0;0.0;2.0;25.0;20 May, 2022;False;28
630;ELDEN RING;would have been my one of the best games ever made if not for the terrible camera and target locking on larger enemies totally ruins the fun of fighting anything larger than a human really im sure Tarantino got his kick out of target locking on feet tho;190.1;0.0;1.0;131.0;17 May, 2022;False;253
632;ELDEN RING;takes my soul every night i come home from work i just wanna have fun but i cant with this never ending cluster fu## of anxiety looming around every corner;105.4;0.0;1.0;67.0;17 May, 2022;False;155
634;ELDEN RING;games too hard;2.5;0.0;4.0;400.0;19 May, 2022;False;14
635;ELDEN RING;The level of difficulty makes the game unplayable Very sad I wanted to like this game;1.1;0.0;1.0;9.0;22 May, 2022;False;85
636;ELDEN RING;Still no word on the Dark souls servers months later;2.9;0.0;0.0;367.0;16 May, 2022;False;52
637;ELDEN RING;if you want to play with your buddies random players will invade your game and kill you nonstop pretty much ruins multiplayer;8.0;0.0;2.0;13.0;22 May, 2022;False;125
639;ELDEN RING;Having enjoyed a single player experience the multiplayer is awful and for this price unacceptable Summons signs from my friends do not appear in my world even though we have set up passwords and followed all protocol therefore countless hours have been wasted specially on weekends trying to have a co-op gaming experience If co-op or PvP is your thing this game sucks at it;115.2;0.0;1.0;88.0;17 May, 2022;False;375
640;ELDEN RING;way too stretched out with generic ubisoft mechanics;99.3;0.0;1.0;86.0;19 May, 2022;False;52
641;ELDEN RING;Messages I keep reading from online players in the overworld that I can sympathize with Why is it always Dog Why is it always Crab Why is it always Cliff Why is it always Dead End  Pros The combat is great and so are the larger dungeons  Cons Same copy paste catacombs enemies ruins and caves It wouldve taken a massive effort and budget for FromSoftware to make unique elements in every region so they settled for repetition I wouldve preferred a smaller map and less repetition Good luck with that NG+ run;99.4;0.0;4.0;307.0;21 May, 2022;False;507
642;Titanfall® 2;Titanfall 3 also easily one of my favourite games ever;21.0;1.0;0.0;7.0;20 May, 2022;False;54
644;Titanfall® 2;this game is very well designed the movement is fast the maps are very good and the gun play is better than call of dutys the titans are all unique and you have to think about how to play every one except legion overall i definetly recommend picking this game up if you can;11.6;1.0;0.0;19.0;22 May, 2022;False;273
645;Titanfall® 2;funny grapple lmao;38.3;1.0;0.0;6.0;18 May, 2022;False;18
646;Titanfall® 2;the game doesnt start for me buut i have played this game and its amazing;0.2;1.0;2.0;10.0;17 May, 2022;False;73
647;Titanfall® 2;Sick Game;26.7;1.0;0.0;87.0;16 May, 2022;False;9
649;Titanfall® 2;Respawn should make the multiplayer side of this game free for all i think it would be great for the game cause there is no other multiplayer game is available on the market like this Still they can charge for the Campaign but paying for the multiplayer at this point is ridiculous;1.7;1.0;4.0;65.0;17 May, 2022;False;281
650;Titanfall® 2;very good real good campign;6.7;1.0;1.0;30.0;22 May, 2022;False;27
651;Titanfall® 2;good game;13.0;1.0;1.0;6.0;17 May, 2022;False;9
652;Titanfall® 2;the most immersive game i have ever played and also its basically a mech anime;5.6;1.0;0.0;166.0;22 May, 2022;False;78
653;Titanfall® 2;Should have made titanfall 3 instead of some garbage battle royale;7.2;1.0;2.0;170.0;23 May, 2022;False;66
654;Titanfall® 2;the titan did fall ;10.0;1.0;0.0;113.0;23 May, 2022;False;19
655;Titanfall® 2;Do not ask me what the story is about it was so boring i could honestly tell you nothing about what was going on But ill be damned if getting to pilot a giant big  robot was not worth 5 bucks then slap my ass and feed me to honey badgers on meth;6.7;1.0;1.0;67.0;22 May, 2022;False;245
656;Titanfall® 2;Best Game Ever;11.1;1.0;0.0;10.0;22 May, 2022;False;14
657;Titanfall® 2;Literally S tier;32.2;1.0;0.0;65.0;16 May, 2022;False;16
659;Titanfall® 2;sadaqd;16.1;1.0;0.0;33.0;22 May, 2022;False;6
660;Titanfall® 2;pure bliss;4.6;1.0;0.0;18.0;21 May, 2022;False;10
661;Titanfall® 2;every match i get worse;3.7;1.0;0.0;241.0;21 May, 2022;False;23
662;Titanfall® 2;No words can describe the amount of pleasure this masterpiece gave me;7.8;1.0;1.0;438.0;21 May, 2022;False;69
663;Titanfall® 2;Gameplay is just so beautifully done;3.8;1.0;0.0;9.0;21 May, 2022;False;36
665;Titanfall® 2;having troubles with multiplayer;0.2;1.0;1.0;8.0;19 May, 2022;False;32
666;Titanfall® 2;Suprisingly good For an EA game that is Thankfully not p2p  Origin bad  TF3 when  mechanics good story good gameplay very good;8.8;1.0;3.0;74.0;17 May, 2022;False;126
667;Titanfall® 2;es bien;3.2;1.0;0.0;8.0;22 May, 2022;False;7
668;Titanfall® 2;Good campaign Very engaging Im not even done yet;5.7;1.0;0.0;11.0;21 May, 2022;False;48
669;Titanfall® 2;the solo campaign was fun such a shame that the multiplayer was removed;5.1;1.0;0.0;310.0;19 May, 2022;False;71
670;Titanfall® 2;florida man hot drops into ohio and sucker punches the whole legion of war criminals  11/10;5.2;1.0;0.0;158.0;19 May, 2022;False;91
671;Titanfall® 2;DO NOT GET THIS GAME UNLESS YOU PLAN ON INSTALLING NORTHSTAR   Unplayable will get disconnected 20 times before you can connect to a single match  Other than that still love the game and had to buy it because of the sale;1.6;1.0;1.0;117.0;19 May, 2022;False;220
672;Titanfall® 2;Better than porn tbh Am downloading it currently;42.0;1.0;0.0;95.0;20 May, 2022;False;48
674;Titanfall® 2;beautiful game unique campaign <3;8.8;1.0;1.0;48.0;18 May, 2022;False;33
675;Titanfall® 2;Im 100% in love with this game;17.1;1.0;0.0;254.0;19 May, 2022;False;30
676;Titanfall® 2;great game although EA sucks you have to use northstar client to work multiplayer aswell just to let you know;6.5;1.0;0.0;43.0;22 May, 2022;False;109
677;Titanfall® 2;great movement game;8.7;1.0;0.0;29.0;22 May, 2022;False;19
678;Titanfall® 2;Product received for free  didnt receive my dlc;2.6;1.0;0.0;9.0;18 May, 2022;False;47
679;Titanfall® 2;one of the best shooters ive played in the past decade;20.4;1.0;0.0;194.0;21 May, 2022;False;54
680;Titanfall® 2;Worth;11.6;1.0;0.0;7.0;21 May, 2022;False;5
681;Titanfall® 2;Product received for free  good;10.3;1.0;0.0;2.0;23 May, 2022;False;31
682;Titanfall® 2;Product received for free  bt makes me so horny;6.3;1.0;2.0;13.0;19 May, 2022;False;47
683;Titanfall® 2;northstar mp fun campaign fun too  coming from apex i cant believe i get  on by like 3 bullets from a CAR;0.1;1.0;0.0;248.0;18 May, 2022;False;105
684;Titanfall® 2;10/10 amazing;5.2;1.0;0.0;32.0;19 May, 2022;False;13
685;Titanfall® 2;i will recommend this with and without northstar clinet If you playing without it then what you need to do is create your own network as the default network is buggy as it will crash your game;23.6;1.0;0.0;85.0;18 May, 2022;False;192
686;Titanfall® 2;Dont buy without knowing you will have to install Northstar client if you want to play;44.4;1.0;0.0;105.0;20 May, 2022;False;86
687;Titanfall® 2;A must play great game I loeve it;12.3;1.0;0.0;12.0;20 May, 2022;False;33
689;Titanfall® 2;Download Northstar if you want to play online The official servers have security vulnrabilities that can leave your origin account compromised;7.8;1.0;0.0;60.0;22 May, 2022;False;142
690;Titanfall® 2;ist apex but more movement;26.4;1.0;0.0;27.0;21 May, 2022;False;26
691;Titanfall® 2;EPIC GAME GREAT STORYLINE;4.6;1.0;0.0;24.0;20 May, 2022;False;25
692;Titanfall® 2;Where Titanfall 3;47.9;1.0;6.0;862.0;17 May, 2022;False;17
693;Titanfall® 2;A very nice game with nice graphics and gameplay However the connection to the servers is awful;2.9;1.0;1.0;28.0;16 May, 2022;False;95
694;Titanfall® 2;Campaign is one of the best out there;14.6;1.0;0.0;105.0;23 May, 2022;False;37
695;Titanfall® 2;As good as I remember;11.1;1.0;0.0;83.0;19 May, 2022;False;21
696;Titanfall® 2;its fun when it works;14.7;1.0;0.0;207.0;22 May, 2022;False;21
698;Titanfall® 2;it is fun but the d doss attacks is ruining the game;28.2;1.0;1.0;12.0;17 May, 2022;False;52
699;Titanfall® 2;Awesome game downsides would be its currently servers multiplayer state kinda unstable sometimes better than in consoles tho;19.2;1.0;0.0;3.0;19 May, 2022;False;124
700;Titanfall® 2;Must play;18.2;1.0;0.0;16.0;18 May, 2022;False;9
701;Titanfall® 2;So I bought this game on the principle of how deeply on sale it was I wow I was not expecting the single player campaign to hit so hard  I am deeply and genuinely astounded by the quality of the writing after being subjected to so many generic shooty mcshooter games  Very good Would recommend;6.8;1.0;0.0;246.0;20 May, 2022;False;293
703;Titanfall® 2;the devs suck but the game is chefs kiss;29.5;1.0;1.0;29.0;16 May, 2022;False;40
704;Titanfall® 2;pretty epic ngl;5.7;1.0;0.0;9.0;21 May, 2022;False;15
706;Titanfall® 2;Honestly one of the best games ive ever played It has a great campaign the best in my opinion witch is really immersing The multiplayer was great back in 2017 when I used to play on console Id never really played any shooters before and this got me addicted Sadly the servers are being ddosed so all you can play is the story so I eventually stopped playing Overall this is one of my favourite games all time;31.2;1.0;0.0;19.0;21 May, 2022;False;408
708;Titanfall® 2;Just amazing I really havent had this much fun playing an FPS campaign for a long time The combat and weapons just feel perfect The mechanics sliding wall crawling everything is impeccable No flaws for this game Well done;6.9;1.0;1.0;165.0;19 May, 2022;False;221
709;Titanfall® 2;been playing since 2014 with titanfall on the xbox 360 not only is this 1000x better but actually has a story and smart pistol isnt an actual gun you can equip and use all the time  servers are ass tho so theres that;17.8;1.0;0.0;254.0;20 May, 2022;False;216
710;Titanfall® 2;Best Game Ever;22.6;1.0;0.0;19.0;19 May, 2022;False;14
713;Titanfall® 2;BEST GAME I HAVE PLAYED;9.9;1.0;0.0;12.0;22 May, 2022;False;23
714;Titanfall® 2;I can confirm that the singleplayer campaign is truly great The story is bit cheesy at times but thats what you expect from a mainstream game that could be a Hollywood action blockbuster movie Apart from that it is truly fun and original and there is not a single bit of filler content I would even say its the best 1st person shooter singleplayer campaign Ive played in my life The game also runs and looks great on max settings @1080p on my RX570  Cant say anything about the multiplayer as Im not that interested in it but if you like 1st person shooters its a must play for the campaign alone;5.4;1.0;0.0;1113.0;22 May, 2022;False;596
